Church,Cath. Dir.,street address,City,state/zipcode,Diocese,URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,PDF,Bulletin
St. Barbara Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54264,45 Prestley Rd,Bridgeville,PA 15017 US,Diocese of Pittsburgh,Http://www.stbarb.com,,,,,,,,,N,N
Madonna of Czestochowa Parish - Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54482,212 Filbert-Orient Rd,Cardale,PA 15420 US,Diocese of Greensburg,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54482,,,,,,,,,N,N
Most Blessed Sacrament Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55665,610 Pine St,Bally,PA 19503 US,Diocese of Allentown,https://mbsbally.org/,,,,,,,,,N,1
St. Thomas of Villanova,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74818,1229 W. Lancaster Ave.,Rosemont,PA 19010 US,Diocese of Pittsburgh,http://www.stthomasofvillanova.org,,,,,,,,,N,N
Sacred Heart of Jesus Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55184,420 Hudson St,Mayfield,PA 18433 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55184,,,,,,,,,N,N
Holy Cross High School,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=69097,501 East Drinker Street,Dunmore,PA 18512 US,Diocese of Scranton,http://www.holycrosshs-dioceseofscranton.org/,,,,,,,,,N,N
Our Lady of Mount Carmel Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=3736,322 Chestnut St.,Dunmore,PA 18512-2902 US,Diocese of Scranton,https://www.olmcdunmore.org/,,,,,,,,,N,N
SS Anthony and Rocco Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=10621,303 Smith Street,Dunmore,PA 18512 US,Diocese of Scranton,http://www.saintsanthonyandrocco.com/,,,,,,,,,N,N
St. Michael The Archangel Byzantine Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74655,511 East Drinker Street,Dunmore,PA 18512 US,Byzantine Catholic Eparchy of Passaic,https://www.youtube.com/watch?v=jS9DULder-8,,,,,,,,,N,N
Mother of Sorrows Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54560,4202 Old William Penn Hwy,Murrysville,PA 15668 US,Diocese of Greensburg,http://www.motherofsorrowsparish.org/,,,,,,,,,N,N
Our Lady of the Lake Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54773,128 Sunset Dr.,Edinboro,PA 16412 US,Diocese of Erie,http://www.ololake.com,,,,,,,,,N,N
St. Phillip Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54774,25797 State Highway 98,Edinboro,PA 16412 US,Diocese of Erie,https://www.yelp.com/biz/st-philip-parish-edinboro,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54611,17735 Bennetts Valley Hwy,Force,PA 15841 US,Diocese of Erie,https://www.parishesonline.com/find/st-joseph-church-15841,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=215276,17764 Bennetts Valley Hwy,Force,PA 15841 US,Diocese of Erie,https://www.parishesonline.com/find/st-joseph-church-15841,,,,,,,,,N,N
St. Bonaventure,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189676,461 Main St.,Grampian,PA 16838-0127 US,Diocese of Erie,https://catholicmasstime.org/church/st-bonaventure/10065/,,,,,,,,,N,N
Our Lady of Peace Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54272,1000 Third Ave,Conway,PA 15027-1665 US,Diocese of Pittsburgh,http://ourladyofpeaceconway.myownparish.com/,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54820,,Coupon,PA 16629 US,Diocese of Altoona - Johnstown,http://stjoeshawnee.weconnect.com/,,,,,,,,,N,N
St. Andrew Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55401,3500 School Lane,Drexel Hill,PA 19026 US,Archdiocese of Philadelphia,http://www.standrewdh.com,,,,,,,,,N,N
St. Bernadette Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55402,1035 Turner Ave,Drexel Hill,PA 19026 US,Archdiocese of Philadelphia,http://stbl.org,,,,,,,,,N,N
St. Charles Borromeo Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55400,3422 Dennison Ave,Drexel Hill,PA 19026 US,Archeparchy of Philadelphia,http://www.scbdh.org,,,,,,,,,N,N
St. Dorothy Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55403,Township Line and Burmont Rd,Drexel Hill,PA 19026 US,Archdiocese of Philadelphia,http://www.stdotsdrexelhill.org/,,,,,,,,,N,N
Presentation of The Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55381,100 Old Soldiers Road,Cheltenham,PA 19012 US,Archeparchy of Philadelphia,http://www.PresentationBVVM.org,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55382,7631 Waters Rd.,Cheltenham,PA 19012 US,Archeparchy of Philadelphia,https://stjoescheltenham.org/,,,,,,,,,N,N
St. John Bosco Roman Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55127,573 State Route 93,Sugarloaf,PA 18249 US,Diocese of Scranton,http://www.stjohnboscochurch.org/,,,,,,,,,Y,N
Knights of Columbus 4068,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=69833,310 Hertzler Road,Mechanicsburg,PA 17055 US,Diocese of Harrisburg,http://www.kofc4068.org,,,,,,,,,N,N
Knights of Columbus Council 12788,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=213743,410 East Simpson Street,Mechanicsburg,PA 17055 US,Diocese of Harrisburg,http://KofC12788.org,,,,,,,,,N,N
St. Elizabeth Ann Seton Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=6649,310 Hertzler Rd.,Mechanicsburg,PA 17055-6115 US,Diocese of Harrisburg,http://www.steas.net,,,,,,,,,N,N
St. Joseph Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54887,400 East Simpson Street,Mechanicsburg,PA 17055-0739 US,Diocese of Harrisburg,http://www.stjosephmech.org,,,,,,,,,N,N
St. Katharine Drexel Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=24364,1 Peter Drive,Mechanicsburg,PA 17050-8217 US,Diocese of Harrisburg,http://www.skdparish.com,,,,,,,,,N,N
Cathedral of The Blessed Sacrament,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54815,1 Cathedral Square,Altoona,PA 16603 US,Diocese of Altoona - Johnstown,http://www.altoonacathedral.org,,,,,,,,,N,N
Holy Rosary,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189101,900 North 4th. St,Altoona,PA 16601 US,Diocese of Altoona - Johnstown,http://www.ajdiocese.org/node/89,,,,,,,,,N,N
Immaculate Conception Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54812,2020 20th St,Altoona,PA 16602 US,Eparchy of St. Josaphat of Parma,http://www.ic-ec.us/,,,,,,,,,N,N
Mary Queen of Angels Fraternity,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=18059,806 11th Street,Altoona,PA 16602 US,Diocese of Altoona - Johnstown,https://ladypovertyregion.org/mary-queen-of-the-angels-fraternity,,,,,,,,,N,N
Our Lady of Fatima,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=72752,2010 12th Avenue,Altoona,PA 16601 US,Diocese of Altoona - Johnstown,https://catholicmasstime.org/church/our-lady-of-fatima/6870/,,,,,,,,,N,N
Our Lady of Mount Carmel Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=15473,806 11th St.,Altoona,PA 16602-2537 US,Diocese of Altoona - Johnstown,http://www.mountcarmelaltoona.com,,,,,,,,,N,N
Sacred Heart Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54809,511 20th St,Altoona,PA 16602 US,Diocese of Altoona - Johnstown,Http://www.sacredheartaltoona.org,,,,,,,,,N,1
St. John The Evangelist Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54814,344 Baynton Ave,Altoona,PA 16602 US,Diocese of Altoona - Johnstown,https://stjohnsaltoona.org/,,,,,,,,,N,1
St. Mark,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189102,416 Sixth Ave.,Altoona,PA 16602-2618 US,None,http://www.churchofsaintmarks.com,,,,,,,,,N,N
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54813,1400 fifth ave,Altoona,PA 16602 US,Diocese of Altoona - Johnstown,http://www.stmarys-altoona.com/,,,,,,,,,N,N
St. Rose of Lima Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=934,5514 Roselawn Ave.,Altoona,PA 16602-1214 US,Diocese of Altoona - Johnstown,http://www.stroselima.com,,,,,,,,,Y,N
St. Therese of the Child Jesus,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=151,2301 Fifth Street,Altoona,PA 16601-3863 US,Diocese of Altoona - Johnstown,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=151,,,,,,,,,N,N
Assumption Parish Colesville,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55048,4101 Old Bethleham Pike,Bethlehem,PA 18015 US,Diocese of Allentown,http://www.assumptionbethlehem.com/,,,,,,,,,N,N
Holy Infancy Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55044,312 E 4th St,Bethlehem,PA 18015-1706 US,Diocese of Allentown,http://www.holyinfancychurch.com,,,,,,,,,N,N
Incarnation of Our Lord,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=214402,617 Pierce Street,Bethlehem,PA 18015 US,Diocese of Allentown,http://www.incarnationofourlord.com,,,,,,,,,Y,1
Notre Dame of Bethlehem Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=12866,1861 Catasauqua Rd.,Bethlehem,PA 18018-1211 US,Diocese of Allentown,http://www.churchofndbeth.org/,,,,,,,,,N,N
Our Lady of Perpetual Help,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55056,3219 Santee Rd,Bethlehem,PA 18017 US,Diocese of Allentown,http://my-olph.org/,,,,,,,,,N,1
Sacred Heart Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55055,1817 First St,Bethlehem,PA 18017 US,Diocese of Allentown,http://www.sacredheartbethlehem.com/,,,,,,,,,N,N
SS Peter and Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55053,1140 Johnston Drive,Bethlehem,PA 18017 US,Byzantine Catholic Eparchy of Passaic,https://saintspeterpaulbethlehempa.org/,,,,,,,,,N,1
SS Simon & Jude Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55058,730 W Broad St,Bethlehem,PA 18018 US,Diocese of Allentown,http://www.simonandjudepa.org/,,,,,,,,,N,N
St. Josaphat Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55060,1826 Kenmore Ave,Bethlehem,PA 18018 US,Archeparchy of Philadelphia,http://stjosaphatbethlehem.us,,,,,,,,,N,N
University Parish of Holy Ghost,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55051,417 Carlton Ave,Bethlehem,PA 18015 US,Diocese of Allentown,https://discovermass.com/church/university-parish-of-holy-ghost-bethlehem-pa/,,,,,,,,,N,N
St. Patrick Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55295,411 Allegheny Street,White Haven,PA 18661 US,Diocese of Scranton,https://catholicmasstime.org/church/st-patrick/17239/,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54321,1301 Fifth Ave.,Coraopolis,PA 15108 US,Diocese of Pittsburgh,http://www.stjosephcatholicchurch.net/,,,,,,,,,N,N
St. Malachy Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54323,343 Forest Grove Road,Coraopolis,PA 15108 US,Diocese of Pittsburgh,http://www.stmalachypgh.org/,,,,,,,,,Y,2
Immaculate Heart of Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54726,100 Penn Ave,Mercer,PA 16137 US,Diocese of Erie,http://www.ihmcmercer.com/,,,,,,,,,N,N
Holy Spirit Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54896,245 W Pine St,Palmyra,PA 17078 US,Diocese of Harrisburg,http://www.holyspiritpalmyra.com/,,,,,,,,,N,1
Thomas More Policy Institute,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=69050,11 Lantern Lane,Palmyra,PA 17078 US,Diocese of Harrisburg,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=69050,,,,,,,,,N,N
Our Lady of Victory Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54851,820 Westerly Pkwy,State College,PA 16801 US,Diocese of Altoona - Johnstown,http://www.ourladyofvictory.com,,,,,,,,,N,N
SS Peter & Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55615,1325 Boot Road,West Chester,PA 19380 US,Archeparchy of Philadelphia,http://www.sspeterandpaulrc.org/,,,,,,,,,N,N
SS Simon & Jude Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55617,8 Cavanaugh Court,West Chester,PA 19382 US,Archdiocese of Philadelphia,http://www.simonandjude.org,,,,,,,,,N,2
St. Agnes Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55614,233 W Gay St,West Chester,PA 19380 US,Archdiocese of Philadelphia,http://www.saintagnesparish.org,,,,,,,,,N,1
St. Maximilian Kolbe Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55616,15 East Pleasant Grove Rd,West Chester,PA 19382 US,Archeparchy of Philadelphia,http://www.stmax.org/,,,,,,,,,N,1
West Chester University Newman Center,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189779,409 Trinity Dr.,West Chester,PA 19382-5362 US,None,http://www.wcunewman.org,,,,,,,,,N,N
Our Lady of The Assumption Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55458,35 Old Eagle School Rd,Strafford,PA 19087 US,Archeparchy of Philadelphia,http://www.olastrafford.org/,,,,,,,,,N,N
St. Monica Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55599,63 Main Ave,Berwyn,PA 19312 US,Archdiocese of Philadelphia,http://www.saintmonicachurch.org,,,,,,,,,N,1
Immaculate Conception Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54832,408 Stone St.,Osceola Mills,PA 16666 US,Diocese of Erie,https://www.parishesonline.com/find/immaculate-conception-church-16666,,,,,,,,,N,N
St. Lawrence Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54724,Martin Kelly Spears Road,Hillsville,PA 16132 US,Diocese of Pittsburgh,https://diopitt.org/saint-lawrence-hillsville,,,,,,,,,N,N
St. Madaline Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55448,Penn St and Morton Ave,Ridley Park,PA 19078 US,Archdiocese of Philadelphia,http://www.stmadelinechurch.com,,,,,,,,,N,N
St. James The Apostle Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54727,4019 US 422,Pulaski,PA 16143 US,Diocese of Pittsburgh,http://www.st-james-church.com/,,,,,,,,,N,N
St. Matthew Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54841,1105 Cameron avenue,Tyrone,PA 16686 US,Diocese of Altoona - Johnstown,http://www.stmatthewtyrone.org,,,,,,,,,N,N
St. Charles Lwanga,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189663,7114 Kelly Street,East End,PA 15208 US,None,https://diopitt.org/saint-charles-lwanga-east-end,,,,,,,,,N,N
Holy Rosary Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55332,60 Charles St,Ashley,PA 18706 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55332,,,,,,,,,N,N
St. Leo Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55333,33 Manhattan St,Ashley,PA 18706 US,Diocese of Scranton,http://stleos-holyrosary.org/,,,,,,,,,N,1
St. Kateri Tekakwitha Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54862,3499 Penns Valley Road,Spring Mills,PA 16875 US,Diocese of Altoona - Johnstown,http://www.stkaterichurch.org/,,,,,,,,,Y,2
Christ the King Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55167,429 Church St,Archbald,PA 18403 US,Diocese of Scranton,http://www.christthekingparisharchbaldeynon.org/,,,,,,,,,N,N
Corpus Christi Church - St. John Vianney Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55194,704 Montdale Road,Scott Township,PA 18447 US,Diocese of Scranton,https://stjvp.org/,,,,,,,,,N,2
St. Joseph-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189747,Route 191,Rileyville,PA 18431 US,None,http://stjohnparish.homestead.com/,,,,,,,,,N,N
SS Peter and Paul,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189677,Indiana St,Grassflat,PA 16839 US,Diocese of Erie,https://discovermass.com/church/saints-peter-and-paul-grassflat-pa/,,,,,,,,,N,N
St. Mary's Assumption Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55349,RR #4,Wyalusing,PA 18853 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55349,,,,,,,,,N,N
Annunciation of the Blessed Virgin Mary Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=336,26 N.Third Street,McSherrystown,PA 17344-1716 US,Diocese of Harrisburg,http://www.abvmchurch.org/,,,,,,,,,N,N
